Modelo;Semanal;Mensual;Trimestral;Semestral;Anual
XGB W5H15;0.31632853196609656;1.8503341650449379;5.946599521212918;10.995566244929202;25.10363095326875
XGB W15H15;0.3360576621010548;1.8293982929832717;5.778687029972621;10.708059368931096;24.691794677610282
XGB W10H15;0.30893628699443015;1.7788473386050614;5.778249554898896;10.699192428926777;24.041019171561015
MLP (128,);0.29258794072586947;1.721468863971245;5.3611228842701975;9.829525640052754;22.385419480811407
XGB W5H5;0.26750738084060943;1.5073570085156012;4.874357670082077;8.931347575818135;20.264407332111926
MLP (64,32);0.2536235105958795;1.303643437134342;4.116827692539679;7.527256990046772;17.38992265744293
XGB W10H5;0.10497331183163072;0.9328436599699216;2.5443930269501136;4.688740140035638;11.087026510030807
MLP (32,);0.11337973663911032;0.7155814063651563;2.2786140740491634;4.006816271437088;9.304834737719599
ARIMA (1,1,0);0.09843999740421015;0.5788640609676129;1.8019559139077768;3.408489988377744;7.01981279849703
